"well","plate","strain","plasmid","row","column","stress","temperature","doxycycline","well_id","v_max","auc","final_abs"
"F10",5,"Tet-O7-ERG6","pRS315-CparERG6","F",10,"0.0125% SDS",30,"10 µg/mL","F10_5",0.015,22.3375,1.164
"F11",5,"Tet-O7-ERG6","pRS315-CparERG6","F",11,"0.0125% SDS",30,"10 µg/mL","F11_5",0.015,23.84875,1.202
"F12",5,"Tet-O7-ERG6","pRS315-CparERG6","F",12,"0.0125% SDS",30,"10 µg/mL","F12_5",0.0089999999999999,12.15975,0.721
"G1",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"0.01% SDS",30,"10 µg/mL","G1_5",0.013,26.726125,1.101
"G2",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"0.01% SDS",30,"10 µg/mL","G2_5",0.014,26.8295,1.135
"G3",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"0.01% SDS",30,"10 µg/mL","G3_5",0.015,29.04125,1.178
"G4",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"0.01% SDS",30,"10 µg/mL","G4_5",0.0139999999999999,23.510375,1.063
"G5",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"0.01% SDS",30,"10 µg/mL","G5_5",0.015,26.276875,1.152
"G6",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"0.01% SDS",30,"10 µg/mL","G6_5",0.016,28.7665,1.195
"G7",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",7,"0.0125% SDS",30,"10 µg/mL","G7_5",0.011,20.568375,1.104
"G8",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",8,"0.0125% SDS",30,"10 µg/mL","G8_5",0.013,19.74075,1.107
"G9",5,"Tet-O7-ERG3","pRS315-CtroERG3","G",9,"0.0125% SDS",30,"10 µg/mL","G9_5",0.012,20.539,1.144
"G10",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",10,"0.0125% SDS",30,"10 µg/mL","G10_5",0.012,19.77275,1.122
"G11",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",11,"0.0125% SDS",30,"10 µg/mL","G11_5",0.011,16.884625,1.002
"G12",5,"Tet-O7-ERG6","pRS315-CtroERG6","G",12,"0.0125% SDS",30,"10 µg/mL","G12_5",0.001,5.62925,0.132
"A1",6,"Tet-O7-ERG11","pRS31N","A",1,"None",30,"None","A1_6",0.034,45.428125,1.329
"A2",6,"Tet-O7-ERG11","pRS31N","A",2,"None",30,"None","A2_6",0.029,41.8755,1.248
"A3",6,"Tet-O7-ERG11","pRS31N","A",3,"None",30,"None","A3_6",0.0309999999999999,44.417375,1.321
"A4",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",4,"None",30,"None","A4_6",0.032,44.719625,1.336
"A5",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",5,"None",30,"None","A5_6",0.031,43.398125,1.29
"A6",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",6,"None",30,"None","A6_6",0.028,41.15875,1.21
"A7",6,"Tet-O7-ERG11","pRS31N","A",7,"None",30,"10 µg/mL","A7_6",0.001,5.603875,0.128
"A8",6,"Tet-O7-ERG11","pRS31N","A",8,"None",30,"10 µg/mL","A8_6",0.001,5.516125,0.127
"A9",6,"Tet-O7-ERG11","pRS31N","A",9,"None",30,"10 µg/mL","A9_6",0.001,5.496375,0.126
"A10",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",10,"None",30,"10 µg/mL","A10_6",0.03,40.219625,1.249
"A11",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",11,"None",30,"10 µg/mL","A11_6",0.032,41.141125,1.286
"A12",6,"Tet-O7-ERG11","pRS31N-AfumCYP51B","A",12,"None",30,"10 µg/mL","A12_6",0.026,36.099875,1.113
"B1",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",1,"None",30,"None","B1_6",0.035,46.925375,1.384
"B2",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",2,"None",30,"None","B2_6",0.03,42.315,1.288
"B3",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",3,"None",30,"None","B3_6",0.027,39.59525,1.221
"B7",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",7,"None",30,"10 µg/mL","B7_6",0.0279999999999999,39.0265,1.201
"B8",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",8,"None",30,"10 µg/mL","B8_6",0.029,40.1995,1.235
"B9",6,"Tet-O7-ERG11","pRS31N-ScerERG11","B",9,"None",30,"10 µg/mL","B9_6",0.032,43.05275,1.331
"C1",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",1,"None",30,"None","C1_6",0.032,44.232875,1.348
"C2",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",2,"None",30,"None","C2_6",0.029,40.961,1.257
"C3",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",3,"None",30,"None","C3_6",0.0329999999999999,42.983,1.273
"C7",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",7,"None",30,"10 µg/mL","C7_6",0.03,40.877875,1.27
"C8",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",8,"None",30,"10 µg/mL","C8_6",0.027,39.03875,1.214
"C9",6,"Tet-O7-ERG11","pRS31N-CalbERG11","C",9,"None",30,"10 µg/mL","C9_6",0.029,41.27775,1.254
"D1",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",1,"None",30,"None","D1_6",0.029,42.5945,1.303
"D2",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",2,"None",30,"None","D2_6",0.03,41.9345,1.278
"D3",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",3,"None",30,"None","D3_6",0.029,41.597375,1.263
"D7",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",7,"None",30,"10 µg/mL","D7_6",0.0279999999999999,40.024625,1.228
"D8",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",8,"None",30,"10 µg/mL","D8_6",0.026,38.25025,1.176
"D9",6,"Tet-O7-ERG11","pRS31N-CaurERG11","D",9,"None",30,"10 µg/mL","D9_6",0.028,39.789625,1.233
"E1",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",1,"None",30,"None","E1_6",0.03,43.729,1.327
"E2",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",2,"None",30,"None","E2_6",0.029,41.767625,1.254
"E3",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",3,"None",30,"None","E3_6",0.031,44.222875,1.28
"E7",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",7,"None",30,"10 µg/mL","E7_6",0.026,38.600125,1.194
"E8",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",8,"None",30,"10 µg/mL","E8_6",0.027,40.67425,1.234
"E9",6,"Tet-O7-ERG11","pRS31N-NglaERG11","E",9,"None",30,"10 µg/mL","E9_6",0.03,42.514,1.256
"F1",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",1,"None",30,"None","F1_6",0.03,42.987125,1.33
"F2",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",2,"None",30,"None","F2_6",0.024,37.574,1.147
"F3",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",3,"None",30,"None","F3_6",0.027,41.483875,1.264
"F7",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",7,"None",30,"10 µg/mL","F7_6",0.028,39.71275,1.234
"F8",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",8,"None",30,"10 µg/mL","F8_6",0.027,39.68925,1.201
"F9",6,"Tet-O7-ERG11","pRS31N-CparERG11","F",9,"None",30,"10 µg/mL","F9_6",0.027,39.6285,1.252
"G1",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",1,"None",30,"None","G1_6",0.037,39.284,1.218
"G2",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",2,"None",30,"None","G2_6",0.026,39.55025,1.232
"G3",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",3,"None",30,"None","G3_6",0.027,40.02775,1.222
"G7",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",7,"None",30,"10 µg/mL","G7_6",0.0269999999999999,39.35675,1.232
"G8",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",8,"None",30,"10 µg/mL","G8_6",0.024,35.342125,1.1
"G9",6,"Tet-O7-ERG11","pRS31N-CtroERG11","G",9,"None",30,"10 µg/mL","G9_6",0.03,42.070125,1.291
"H1",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",1,"None",30,"None","H1_6",0.0279999999999999,40.450625,1.214
"H2",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",2,"None",30,"None","H2_6",0.0309999999999999,43.70925,1.291
"H3",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",3,"None",30,"None","H3_6",0.03,43.118875,1.289
"H7",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",7,"None",30,"10 µg/mL","H7_6",0.0269999999999999,31.127625,1.152
"H8",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",8,"None",30,"10 µg/mL","H8_6",0.024,32.540625,1.203
"H9",6,"Tet-O7-ERG11","pRS31N-AfumCYP51A","H",9,"None",30,"10 µg/mL","H9_6",0.026,32.74075,1.224
"A5",7,"Tet-O7-ERG11","pRS31N-ScerERG11","A",5,"2 µg/mL voriconazole",30,"10 µg/mL","A5_7",0.00683,13.6368212432432,0.62555
"B5",7,"Tet-O7-ERG11","pRS31N-ScerERG11","B",5,"2 µg/mL voriconazole",30,"10 µg/mL","B5_7",0.00757999999999998,14.3670346216216,0.66752
"C5",7,"Tet-O7-ERG11","pRS31N-ScerERG11","C",5,"2 µg/mL voriconazole",30,"10 µg/mL","C5_7",0.00724999999999998,13.1391820135135,0.63095
"D5",7,"Tet-O7-ERG11","pRS31N-ScerERG11 K151R","D",5,"2 µg/mL voriconazole",30,"10 µg/mL","D5_7",0.01073,18.4111609864865,0.78478
"E5",7,"Tet-O7-ERG11","pRS31N-ScerERG11 K151R","E",5,"2 µg/mL voriconazole",30,"10 µg/mL","E5_7",0.01135,20.4749654594595,0.8133
"F5",7,"Tet-O7-ERG11","pRS31N-ScerERG11 K151R","F",5,"2 µg/mL voriconazole",30,"10 µg/mL","F5_7",0.01032,16.5228512837838,0.74523
